kills,deaths,assists,last_hits,denies,gpm,xpm,duration,skill,match_result
7,7,13,40,3,895,1689,1366,3,1
4,10,11,95,9,703,1495,1498,3,0
5,2,8,47,7,830,1516,864,3,1
4,5,12,71,5,849,1577,1310,3,1
4,10,3,63,6,293,426,1437,3,0
2,8,4,71,10,319,360,1303,3,0
13,4,17,9,2,401,471,1427,3,1
2,13,14,18,0,258,280,1552,3,0
4,7,19,53,2,871,2113,1447,3,1
4,10,4,15,6,213,301,1562,3,0
4,11,0,60,1,286,412,1273,3,0
5,12,16,35,3,768,1499,1621,3,0
1,6,3,58,3,252,293,1144,3,0
16,0,3,111,10,589,704,1336,3,1
0,8,10,49,9,496,1141,1104,3,0
8,13,2,55,8,313,312,1421,3,0
4,1,6,31,5,754,1300,1092,3,1
3,2,11,41,0,363,466,1466,3,1
4,7,8,94,0,783,1692,1610,3,0
8,4,15,31,2,1022,1583,994,3,1
2,10,8,31,1,508,1068,1405,3,0
2,8,10,46,2,612,1327,1562,3,0
5,7,18,18,4,326,505,1683,3,1
1,10,5,16,2,180,130,1656,3,0
3,4,14,21,4,327,386,1300,3,1
4,11,9,57,3,282,351,1781,3,0
1,6,2,11,1,133,190,1105,3,0
1,9,3,43,6,202,206,1464,3,0
7,12,7,30,4,299,286,1544,3,0
5,8,7,118,2,316,467,1757,3,0
2,13,23,48,1,359,537,1777,3,1
3,9,12,54,6,285,370,1508,3,0
3,2,9,39,4,726,1335,1492,3,1
9,6,20,86,12,418,619,1765,3,1
4,1,6,81,8,418,409,1426,3,1
1,7,9,53,3,242,368,1439,3,0
9,7,11,94,4,828,1448,1566,3,1
9,4,15,64,2,389,601,1856,3,1
6,1,15,25,1,374,389,1267,3,1
3,6,14,85,6,388,649,1649,3,1
4,10,9,26,4,331,341,1728,3,0
0,3,2,26,1,318,1101,1130,3,0
8,6,11,135,18,401,498,1530,3,0
2,8,6,67,3,265,396,1976,3,0
11,11,21,70,1,416,525,1828,3,1
4,11,8,52,4,547,1592,1847,3,0
0,3,8,108,13,428,443,1332,3,1
3,8,12,37,3,258,421,1817,3,0
7,7,17,61,10,922,1602,1448,3,1
7,3,18,107,21,427,596,1748,3,1
3,14,18,32,4,313,582,2016,3,1
7,3,11,95,10,471,471,1237,3,1
3,8,6,158,3,349,481,1906,3,0
6,10,10,9,1,803,1504,1163,3,0
1,3,1,12,3,161,269,1199,3,0
3,15,10,49,3,282,382,1860,3,0
8,5,20,132,6,995,1394,2036,3,1
3,12,13,68,3,735,1364,1798,3,0
8,11,7,111,17,326,443,2053,3,0
9,4,15,152,10,531,768,1969,3,1
0,6,5,76,1,258,354,1623,3,0
4,7,11,70,1,358,581,1894,3,1
5,6,16,132,13,427,639,1982,3,1
3,11,5,29,2,201,219,1623,3,0
3,6,5,47,2,271,210,1253,3,0
3,4,8,71,20,377,431,1032,3,1
1,7,5,96,6,296,383,1451,3,0
0,6,1,19,2,202,154,1190,3,0
4,4,19,58,2,316,565,1745,3,1
6,5,17,23,1,342,478,1711,3,1
9,3,9,70,8,461,441,1390,3,1
6,6,5,67,8,351,398,1237,3,0
9,5,10,52,3,307,471,1623,3,0
7,8,13,101,0,413,511,2023,3,1
6,3,16,73,3,360,508,1985,3,1
1,8,9,11,0,418,858,1220,3,0
8,7,9,48,2,288,402,1855,3,0
0,7,10,35,1,546,1259,1525,3,0
1,15,14,48,4,280,361,1643,3,0
4,7,9,39,1,254,343,1890,3,0
3,10,4,123,10,310,435,2160,3,0
3,17,11,28,0,237,345,1929,3,0
3,8,9,123,23,325,435,1796,3,0
5,6,18,19,1,372,644,1790,3,1
4,6,10,51,4,590,1299,1375,3,0
4,3,23,81,3,392,710,2127,3,1
0,13,4,52,1,372,862,1486,3,0
4,10,3,74,6,291,385,1461,3,0
4,1,3,41,16,411,293,521,3,1
5,0,6,74,8,1016,1899,901,3,1
2,0,0,5,0,553,477,348,3,1
2,9,1,6,1,301,431,739,3,0
0,5,3,5,2,161,72,485,3,0
1,15,7,15,2,440,1018,1250,3,0
4,6,15,49,4,793,1381,1283,3,1
1,4,1,70,4,213,220,1227,3,0
6,3,9,60,9,817,1394,1175,3,1
1,3,8,17,5,338,272,1065,3,1
3,8,9,63,1,697,1338,1438,3,0
4,3,5,30,1,1954,1560,1027,3,0
0,7,0,35,1,164,260,1266,3,0
5,9,9,41,0,547,1106,1187,3,0
10,3,10,31,2,392,420,1442,3,1
6,3,13,44,4,429,464,1374,3,1
7,7,13,40,3,895,1689,1366,3,1
4,10,11,95,9,703,1495,1498,3,0
5,2,8,47,7,830,1516,864,3,1
4,5,12,71,5,849,1577,1310,3,1
4,10,3,63,6,293,426,1437,3,0
2,8,4,71,10,319,360,1303,3,0
13,4,17,9,2,401,471,1427,3,1
2,13,14,18,0,258,280,1552,3,0
4,7,19,53,2,871,2113,1447,3,1
4,10,4,15,6,213,301,1562,3,0
4,11,0,60,1,286,412,1273,3,0
5,12,16,35,3,768,1499,1621,3,0
2,9,2,93,18,276,299,1657,3,0
1,6,3,58,3,252,293,1144,3,0
16,0,3,111,10,589,704,1336,3,1
0,8,10,49,9,496,1141,1104,3,0
5,5,4,79,2,295,307,1583,3,0
8,13,2,55,8,313,312,1421,3,0
4,1,6,31,5,754,1300,1092,3,1
3,2,11,41,0,363,466,1466,3,1
4,7,8,94,0,783,1692,1610,3,0
8,4,15,31,2,1022,1583,994,3,1
2,10,8,31,1,508,1068,1405,3,0
2,8,10,46,2,612,1327,1562,3,0
5,7,18,18,4,326,505,1683,3,1
1,10,5,16,2,180,130,1656,3,0
3,4,14,21,4,327,386,1300,3,1
4,11,9,57,3,282,351,1781,3,0
1,6,2,11,1,133,190,1105,3,0
1,13,3,35,1,186,328,1859,3,0
1,9,3,43,6,202,206,1464,3,0
5,8,8,44,0,247,280,1859,3,0
7,12,7,30,4,299,286,1544,3,0
5,8,7,118,2,316,467,1757,3,0
2,13,23,48,1,359,537,1777,3,1
3,9,12,54,6,285,370,1508,3,0
3,2,9,39,4,726,1335,1492,3,1
4,12,9,12,1,209,199,1716,3,0
5,14,10,51,1,369,451,1745,3,1
9,6,20,86,12,418,619,1765,3,1
4,1,6,81,8,418,409,1426,3,1
1,7,9,53,3,242,368,1439,3,0
9,7,11,94,4,828,1448,1566,3,1
9,4,15,64,2,389,601,1856,3,1
6,1,15,25,1,374,389,1267,3,1
3,6,14,85,6,388,649,1649,3,1
4,10,9,26,4,331,341,1728,3,0
0,3,2,26,1,318,1101,1130,3,0
4,9,9,125,5,301,448,2025,3,0
8,6,11,135,18,401,498,1530,3,0
2,8,6,67,3,265,396,1976,3,0
11,11,21,70,1,416,525,1828,3,1
4,11,8,52,4,547,1592,1847,3,0
5,6,17,121,9,405,616,2036,3,1
0,3,8,108,13,428,443,1332,3,1
3,8,12,37,3,258,421,1817,3,0
7,7,17,61,10,922,1602,1448,3,1
7,3,18,107,21,427,596,1748,3,1
3,14,18,32,4,313,582,2016,3,1
4,13,4,83,5,291,471,1974,3,0
7,3,11,95,10,471,471,1237,3,1
3,8,6,158,3,349,481,1906,3,0
6,10,10,9,1,803,1504,1163,3,0
1,3,1,12,3,161,269,1199,3,0
3,15,10,49,3,282,382,1860,3,0
8,5,20,132,6,995,1394,2036,3,1
3,12,13,68,3,735,1364,1798,3,0
7,4,20,111,4,420,573,1886,3,1
8,11,7,111,17,326,443,2053,3,0
9,4,15,152,10,531,768,1969,3,1
0,6,5,76,1,258,354,1623,3,0
4,7,11,70,1,358,581,1894,3,1
5,6,16,132,13,427,639,1982,3,1
3,11,5,29,2,201,219,1623,3,0
3,6,5,47,2,271,210,1253,3,0
3,4,8,71,20,377,431,1032,3,1
1,7,5,96,6,296,383,1451,3,0
0,6,1,19,2,202,154,1190,3,0
4,4,19,58,2,316,565,1745,3,1
6,5,17,23,1,342,478,1711,3,1
9,3,9,70,8,461,441,1390,3,1
6,6,5,67,8,351,398,1237,3,0
9,5,10,52,3,307,471,1623,3,0
1,14,7,143,16,307,349,2249,3,0
4,1,3,41,16,411,293,521,3,1
5,0,6,74,8,1016,1899,901,3,1
2,0,0,5,0,553,477,348,3,1
2,9,1,6,1,301,431,739,3,0
0,5,3,5,2,161,72,485,3,0
1,15,7,15,2,440,1018,1250,3,0
4,6,15,49,4,793,1381,1283,3,1
1,4,1,70,4,213,220,1227,3,0
6,3,9,60,9,817,1394,1175,3,1
1,3,8,17,5,338,272,1065,3,1
3,8,9,63,1,697,1338,1438,3,0
4,3,5,30,1,1954,1560,1027,3,0
5,1,11,100,9,493,575,1275,3,1
0,7,0,35,1,164,260,1266,3,0
4,0,12,63,16,412,451,1471,3,1
5,9,9,41,0,547,1106,1187,3,0
10,3,10,31,2,392,420,1442,3,1
4,15,4,31,0,206,254,1488,3,0
6,3,13,44,4,429,464,1374,3,1
7,7,13,40,3,895,1689,1366,3,1
4,10,11,95,9,703,1495,1498,3,0
5,2,8,47,7,830,1516,864,3,1
4,5,12,71,5,849,1577,1310,3,1
4,10,3,63,6,293,426,1437,3,0
2,8,4,71,10,319,360,1303,3,0
13,4,17,9,2,401,471,1427,3,1
2,13,14,18,0,258,280,1552,3,0
4,7,19,53,2,871,2113,1447,3,1
4,10,4,15,6,213,301,1562,3,0
4,11,0,60,1,286,412,1273,3,0
5,12,16,35,3,768,1499,1621,3,0
2,9,2,93,18,276,299,1657,3,0
1,6,3,58,3,252,293,1144,3,0
16,0,3,111,10,589,704,1336,3,1
0,8,10,49,9,496,1141,1104,3,0
5,5,4,79,2,295,307,1583,3,0
8,13,2,55,8,313,312,1421,3,0
4,1,6,31,5,754,1300,1092,3,1
3,2,11,41,0,363,466,1466,3,1
4,7,8,94,0,783,1692,1610,3,0
8,4,15,31,2,1022,1583,994,3,1
2,10,8,31,1,508,1068,1405,3,0
2,8,10,46,2,612,1327,1562,3,0
5,7,18,18,4,326,505,1683,3,1
1,10,5,16,2,180,130,1656,3,0
3,4,14,21,4,327,386,1300,3,1
15,8,19,127,3,571,929,1864,3,1
4,11,9,57,3,282,351,1781,3,0
1,6,2,11,1,133,190,1105,3,0
3,10,5,73,6,289,370,1893,3,0
1,13,3,35,1,186,328,1859,3,0
1,9,3,43,6,202,206,1464,3,0
5,8,8,44,0,247,280,1859,3,0
7,12,7,30,4,299,286,1544,3,0
5,8,7,118,2,316,467,1757,3,0
2,13,23,48,1,359,537,1777,3,1
3,9,12,54,6,285,370,1508,3,0
3,2,9,39,4,726,1335,1492,3,1
1,20,9,90,4,279,239,1897,3,0
4,12,9,12,1,209,199,1716,3,0
5,14,10,51,1,369,451,1745,3,1
9,6,20,86,12,418,619,1765,3,1
4,1,6,81,8,418,409,1426,3,1
1,7,9,53,3,242,368,1439,3,0
9,7,11,94,4,828,1448,1566,3,1
9,4,15,64,2,389,601,1856,3,1
6,1,15,25,1,374,389,1267,3,1
3,6,14,85,6,388,649,1649,3,1
4,10,9,26,4,331,341,1728,3,0
0,3,2,26,1,318,1101,1130,3,0
4,9,9,125,5,301,448,2025,3,0
8,6,11,135,18,401,498,1530,3,0
2,8,6,67,3,265,396,1976,3,0
11,11,21,70,1,416,525,1828,3,1
4,11,8,52,4,547,1592,1847,3,0
5,6,17,121,9,405,616,2036,3,1
0,3,8,108,13,428,443,1332,3,1
3,8,12,37,3,258,421,1817,3,0
7,7,17,61,10,922,1602,1448,3,1
7,3,18,107,21,427,596,1748,3,1
3,14,18,32,4,313,582,2016,3,1
4,13,4,83,5,291,471,1974,3,0
7,3,11,95,10,471,471,1237,3,1
2,6,15,150,5,390,625,2000,3,0
3,8,6,158,3,349,481,1906,3,0
6,10,10,9,1,803,1504,1163,3,0
1,3,1,12,3,161,269,1199,3,0
3,15,10,49,3,282,382,1860,3,0
8,5,20,132,6,995,1394,2036,3,1
18,3,15,64,10,494,852,2139,3,1
3,12,13,68,3,735,1364,1798,3,0
7,4,20,111,4,420,573,1886,3,1
8,11,7,111,17,326,443,2053,3,0
9,4,15,152,10,531,768,1969,3,1
0,6,5,76,1,258,354,1623,3,0
4,7,11,70,1,358,581,1894,3,1
5,6,16,132,13,427,639,1982,3,1
3,11,5,29,2,201,219,1623,3,0
3,6,5,47,2,271,210,1253,3,0
3,4,8,71,20,377,431,1032,3,1
4,1,3,41,16,411,293,521,3,1
5,0,6,74,8,1016,1899,901,3,1
2,0,0,5,0,553,477,348,3,1
2,9,1,6,1,301,431,739,3,0
0,5,3,5,2,161,72,485,3,0
1,15,7,15,2,440,1018,1250,3,0
4,6,15,49,4,793,1381,1283,3,1
1,4,1,70,4,213,220,1227,3,0
6,3,9,60,9,817,1394,1175,3,1
1,3,8,17,5,338,272,1065,3,1
3,8,9,63,1,697,1338,1438,3,0
4,3,5,30,1,1954,1560,1027,3,0
5,1,11,100,9,493,575,1275,3,1
0,7,0,35,1,164,260,1266,3,0
4,0,12,63,16,412,451,1471,3,1
5,9,9,41,0,547,1106,1187,3,0
10,3,10,31,2,392,420,1442,3,1
4,15,4,31,0,206,254,1488,3,0
6,3,13,44,4,429,464,1374,3,1
7,7,13,40,3,895,1689,1366,3,1
4,10,11,95,9,703,1495,1498,3,0
5,2,8,47,7,830,1516,864,3,1
4,5,12,71,5,849,1577,1310,3,1
4,10,3,63,6,293,426,1437,3,0
2,8,4,71,10,319,360,1303,3,0
13,4,17,9,2,401,471,1427,3,1
2,13,14,18,0,258,280,1552,3,0
4,7,19,53,2,871,2113,1447,3,1
4,10,4,15,6,213,301,1562,3,0
4,11,0,60,1,286,412,1273,3,0
5,12,16,35,3,768,1499,1621,3,0
2,9,2,93,18,276,299,1657,3,0
1,6,3,58,3,252,293,1144,3,0
16,0,3,111,10,589,704,1336,3,1
0,8,10,49,9,496,1141,1104,3,0
5,5,4,79,2,295,307,1583,3,0
8,13,2,55,8,313,312,1421,3,0
4,1,6,31,5,754,1300,1092,3,1
3,2,11,41,0,363,466,1466,3,1
4,7,8,94,0,783,1692,1610,3,0
8,4,15,31,2,1022,1583,994,3,1
2,10,8,31,1,508,1068,1405,3,0
2,8,10,46,2,612,1327,1562,3,0
5,7,18,18,4,326,505,1683,3,1
1,10,5,16,2,180,130,1656,3,0
3,4,14,21,4,327,386,1300,3,1
15,8,19,127,3,571,929,1864,3,1
4,11,9,57,3,282,351,1781,3,0
1,6,2,11,1,133,190,1105,3,0
3,10,5,73,6,289,370,1893,3,0
1,13,3,35,1,186,328,1859,3,0
1,9,3,43,6,202,206,1464,3,0
5,8,8,44,0,247,280,1859,3,0
7,12,7,30,4,299,286,1544,3,0
5,8,7,118,2,316,467,1757,3,0
2,13,23,48,1,359,537,1777,3,1
3,9,12,54,6,285,370,1508,3,0
3,2,9,39,4,726,1335,1492,3,1
1,20,9,90,4,279,239,1897,3,0
4,12,9,12,1,209,199,1716,3,0
5,14,10,51,1,369,451,1745,3,1
9,6,20,86,12,418,619,1765,3,1
4,1,6,81,8,418,409,1426,3,1
1,7,9,53,3,242,368,1439,3,0
9,7,11,94,4,828,1448,1566,3,1
9,4,15,64,2,389,601,1856,3,1
6,1,15,25,1,374,389,1267,3,1
3,6,14,85,6,388,649,1649,3,1
4,10,9,26,4,331,341,1728,3,0
0,3,2,26,1,318,1101,1130,3,0
4,9,9,125,5,301,448,2025,3,0
8,6,11,135,18,401,498,1530,3,0
2,8,6,67,3,265,396,1976,3,0
11,11,21,70,1,416,525,1828,3,1
4,11,8,52,4,547,1592,1847,3,0
5,6,17,121,9,405,616,2036,3,1
0,3,8,108,13,428,443,1332,3,1
3,8,12,37,3,258,421,1817,3,0
7,7,17,61,10,922,1602,1448,3,1
7,3,18,107,21,427,596,1748,3,1
3,14,18,32,4,313,582,2016,3,1
4,13,4,83,5,291,471,1974,3,0
7,3,11,95,10,471,471,1237,3,1
2,6,15,150,5,390,625,2000,3,0
3,8,6,158,3,349,481,1906,3,0
6,10,10,9,1,803,1504,1163,3,0
1,3,1,12,3,161,269,1199,3,0
3,15,10,49,3,282,382,1860,3,0
8,5,20,132,6,995,1394,2036,3,1
18,3,15,64,10,494,852,2139,3,1
3,12,13,68,3,735,1364,1798,3,0
7,4,20,111,4,420,573,1886,3,1
8,11,7,111,17,326,443,2053,3,0
9,4,15,152,10,531,768,1969,3,1
0,6,5,76,1,258,354,1623,3,0
4,7,11,70,1,358,581,1894,3,1
5,6,16,132,13,427,639,1982,3,1
3,11,5,29,2,201,219,1623,3,0
3,6,5,47,2,271,210,1253,3,0
3,4,8,71,20,377,431,1032,3,1
4,1,3,41,16,411,293,521,3,1
5,0,6,74,8,1016,1899,901,3,1
1,8,1,56,7,228,291,1109,3,0
2,0,0,5,0,553,477,348,3,1
2,9,1,6,1,301,431,739,3,0
10,0,5,52,1,429,504,1214,3,1
0,5,3,5,2,161,72,485,3,0
1,15,7,15,2,440,1018,1250,3,0
4,6,15,49,4,793,1381,1283,3,1
1,4,1,70,4,213,220,1227,3,0
6,3,9,60,9,817,1394,1175,3,1
1,3,8,17,5,338,272,1065,3,1
3,8,9,63,1,697,1338,1438,3,0
4,3,5,30,1,1954,1560,1027,3,0
5,1,11,100,9,493,575,1275,3,1
0,7,0,35,1,164,260,1266,3,0
4,0,12,63,16,412,451,1471,3,1
5,9,9,41,0,547,1106,1187,3,0
10,3,10,31,2,392,420,1442,3,1
4,15,4,31,0,206,254,1488,3,0
6,3,13,44,4,429,464,1374,3,1
4,10,2,58,6,257,373,1605,3,0
7,7,13,40,3,895,1689,1366,3,1
4,10,11,95,9,703,1495,1498,3,0
5,2,8,47,7,830,1516,864,3,1
4,5,12,71,5,849,1577,1310,3,1
4,10,3,63,6,293,426,1437,3,0
2,8,4,71,10,319,360,1303,3,0
13,4,17,9,2,401,471,1427,3,1
2,13,14,18,0,258,280,1552,3,0
3,15,9,75,11,268,290,1679,3,0
4,7,19,53,2,871,2113,1447,3,1
4,10,4,15,6,213,301,1562,3,0
4,11,0,60,1,286,412,1273,3,0
3,8,7,40,3,265,380,1649,3,0
9,5,14,56,4,398,444,1700,3,1
5,12,16,35,3,768,1499,1621,3,0
5,12,11,31,6,327,549,1722,3,1
2,6,18,36,2,304,471,1734,3,1
2,9,2,93,18,276,299,1657,3,0
1,6,3,58,3,252,293,1144,3,0
16,0,3,111,10,589,704,1336,3,1
0,8,10,49,9,496,1141,1104,3,0
5,5,4,79,2,295,307,1583,3,0
8,13,2,55,8,313,312,1421,3,0
4,1,6,31,5,754,1300,1092,3,1
3,2,11,41,0,363,466,1466,3,1
4,7,8,94,0,783,1692,1610,3,0
8,4,15,31,2,1022,1583,994,3,1
3,10,6,114,17,307,363,1862,3,0
2,10,8,31,1,508,1068,1405,3,0
2,8,10,46,2,612,1327,1562,3,0
5,7,18,18,4,326,505,1683,3,1
1,10,5,16,2,180,130,1656,3,0
3,4,14,21,4,327,386,1300,3,1
15,8,19,127,3,571,929,1864,3,1
4,11,9,57,3,282,351,1781,3,0
1,6,2,11,1,133,190,1105,3,0
3,10,5,73,6,289,370,1893,3,0
1,13,3,35,1,186,328,1859,3,0
1,9,3,43,6,202,206,1464,3,0
5,8,8,44,0,247,280,1859,3,0
7,12,7,30,4,299,286,1544,3,0
5,8,7,118,2,316,467,1757,3,0
2,13,23,48,1,359,537,1777,3,1
3,9,12,54,6,285,370,1508,3,0
6,5,17,52,2,354,540,1938,3,1
7,10,10,101,32,412,632,1959,3,0
3,4,15,138,15,402,530,2009,3,1
3,2,9,39,4,726,1335,1492,3,1
1,20,9,90,4,279,239,1897,3,0
4,12,9,12,1,209,199,1716,3,0
5,14,10,51,1,369,451,1745,3,1
9,6,20,86,12,418,619,1765,3,1
4,1,6,81,8,418,409,1426,3,1
1,7,9,53,3,242,368,1439,3,0
9,7,11,94,4,828,1448,1566,3,1
6,8,7,41,4,319,353,2105,3,0
9,4,15,64,2,389,601,1856,3,1
6,1,15,25,1,374,389,1267,3,1
3,6,14,85,6,388,649,1649,3,1
4,10,9,26,4,331,341,1728,3,0
0,3,2,26,1,318,1101,1130,3,0
4,9,9,125,5,301,448,2025,3,0
8,6,11,135,18,401,498,1530,3,0
2,8,6,67,3,265,396,1976,3,0
11,11,21,70,1,416,525,1828,3,1
4,11,8,52,4,547,1592,1847,3,0
5,6,17,121,9,405,616,2036,3,1
0,3,8,108,13,428,443,1332,3,1
3,8,12,37,3,258,421,1817,3,0
7,7,17,61,10,922,1602,1448,3,1
7,3,18,107,21,427,596,1748,3,1
3,14,18,32,4,313,582,2016,3,1
4,13,4,83,5,291,471,1974,3,0
4,9,21,82,9,367,682,2183,3,1
7,3,11,95,10,471,471,1237,3,1
2,6,15,150,5,390,625,2000,3,0
3,8,6,158,3,349,481,1906,3,0
6,10,10,9,1,803,1504,1163,3,0
0,2,0,25,4,206,182,508,3,0
4,1,3,41,16,411,293,521,3,1
5,0,6,74,8,1016,1899,901,3,1
6,7,6,42,1,672,1144,1354,3,0
1,8,1,56,7,228,291,1109,3,0
2,0,0,5,0,553,477,348,3,1
6,5,15,34,2,376,436,1318,3,1
2,9,1,6,1,301,431,739,3,0
10,0,5,52,1,429,504,1214,3,1
0,5,3,5,2,161,72,485,3,0
1,15,7,15,2,440,1018,1250,3,0
4,6,15,49,4,793,1381,1283,3,1
1,4,1,70,4,213,220,1227,3,0
6,3,9,60,9,817,1394,1175,3,1
1,3,8,17,5,338,272,1065,3,1
3,8,9,63,1,697,1338,1438,3,0
4,3,5,30,1,1954,1560,1027,3,0
2,12,10,53,21,272,345,1546,3,0
5,1,11,100,9,493,575,1275,3,1
0,7,0,35,1,164,260,1266,3,0
4,0,12,63,16,412,451,1471,3,1
5,9,9,41,0,547,1106,1187,3,0
5,12,6,9,0,272,501,1662,3,0
10,3,10,31,2,392,420,1442,3,1
4,15,4,31,0,206,254,1488,3,0
6,3,13,44,4,429,464,1374,3,1
4,10,2,58,6,257,373,1605,3,0
7,7,13,40,3,895,1689,1366,3,1
4,10,11,95,9,703,1495,1498,3,0
5,2,8,47,7,830,1516,864,3,1
4,5,12,71,5,849,1577,1310,3,1
4,10,3,63,6,293,426,1437,3,0
2,8,4,71,10,319,360,1303,3,0
13,4,17,9,2,401,471,1427,3,1
2,13,14,18,0,258,280,1552,3,0
3,15,9,75,11,268,290,1679,3,0
4,7,19,53,2,871,2113,1447,3,1
4,10,4,15,6,213,301,1562,3,0
4,11,0,60,1,286,412,1273,3,0
3,8,7,40,3,265,380,1649,3,0
9,5,14,56,4,398,444,1700,3,1
5,12,16,35,3,768,1499,1621,3,0
1,9,2,53,8,202,322,1823,3,0
5,12,11,31,6,327,549,1722,3,1
2,6,18,36,2,304,471,1734,3,1
2,9,2,93,18,276,299,1657,3,0
1,6,3,58,3,252,293,1144,3,0
16,0,3,111,10,589,704,1336,3,1
0,8,10,49,9,496,1141,1104,3,0
5,5,4,79,2,295,307,1583,3,0
8,13,2,55,8,313,312,1421,3,0
4,1,6,31,5,754,1300,1092,3,1
3,2,11,41,0,363,466,1466,3,1
4,7,8,94,0,783,1692,1610,3,0
8,4,15,31,2,1022,1583,994,3,1
3,10,6,114,17,307,363,1862,3,0
2,10,8,31,1,508,1068,1405,3,0
2,8,10,46,2,612,1327,1562,3,0
5,7,18,18,4,326,505,1683,3,1
1,10,5,16,2,180,130,1656,3,0
3,4,14,21,4,327,386,1300,3,1
3,16,13,59,7,310,463,2004,3,0
15,8,19,127,3,571,929,1864,3,1
4,11,9,57,3,282,351,1781,3,0
1,6,2,11,1,133,190,1105,3,0
3,10,5,73,6,289,370,1893,3,0
1,13,3,35,1,186,328,1859,3,0
1,9,3,43,6,202,206,1464,3,0
4,14,10,65,12,254,370,2032,3,0
5,8,8,44,0,247,280,1859,3,0
7,12,7,30,4,299,286,1544,3,0
5,8,7,118,2,316,467,1757,3,0
2,13,23,48,1,359,537,1777,3,1
3,9,12,54,6,285,370,1508,3,0
6,5,17,52,2,354,540,1938,3,1
7,10,10,101,32,412,632,1959,3,0
3,4,15,138,15,402,530,2009,3,1
3,2,9,39,4,726,1335,1492,3,1
1,20,9,90,4,279,239,1897,3,0
4,12,9,12,1,209,199,1716,3,0
5,14,10,51,1,369,451,1745,3,1
9,6,20,86,12,418,619,1765,3,1
4,1,6,81,8,418,409,1426,3,1
1,7,9,53,3,242,368,1439,3,0
9,7,11,94,4,828,1448,1566,3,1
6,8,7,41,4,319,353,2105,3,0
9,4,15,64,2,389,601,1856,3,1
6,1,15,25,1,374,389,1267,3,1
3,6,14,85,6,388,649,1649,3,1
4,10,9,26,4,331,341,1728,3,0
0,3,2,26,1,318,1101,1130,3,0
4,9,9,125,5,301,448,2025,3,0
8,6,11,135,18,401,498,1530,3,0
11,6,14,89,5,463,634,2161,3,1
2,8,6,67,3,265,396,1976,3,0
11,11,21,70,1,416,525,1828,3,1
9,9,23,94,1,401,754,2187,3,1
4,11,8,52,4,547,1592,1847,3,0
5,6,17,121,9,405,616,2036,3,1
0,3,8,108,13,428,443,1332,3,1
0,2,0,25,4,206,182,508,3,0
4,1,3,41,16,411,293,521,3,1
5,0,6,74,8,1016,1899,901,3,1
6,7,6,42,1,672,1144,1354,3,0
1,8,1,56,7,228,291,1109,3,0
2,0,0,5,0,553,477,348,3,1
6,5,15,34,2,376,436,1318,3,1
2,9,1,6,1,301,431,739,3,0
10,0,5,52,1,429,504,1214,3,1
0,5,3,5,2,161,72,485,3,0
1,15,7,15,2,440,1018,1250,3,0
4,6,15,49,4,793,1381,1283,3,1
1,4,1,70,4,213,220,1227,3,0
6,3,9,60,9,817,1394,1175,3,1
12,5,18,99,9,1116,1631,1543,3,1
1,3,8,17,5,338,272,1065,3,1
3,8,9,63,1,697,1338,1438,3,0
3,10,5,69,11,259,310,1574,3,0
8,9,13,52,0,695,1431,1674,3,0
4,3,5,30,1,1954,1560,1027,3,0
2,12,10,53,21,272,345,1546,3,0
5,1,11,100,9,493,575,1275,3,1
0,7,0,35,1,164,260,1266,3,0
4,0,12,63,16,412,451,1471,3,1
5,9,9,41,0,547,1106,1187,3,0
5,12,6,9,0,272,501,1662,3,0
10,3,10,31,2,392,420,1442,3,1
4,15,4,31,0,206,254,1488,3,0
6,3,13,44,4,429,464,1374,3,1
4,10,2,58,6,257,373,1605,3,0
7,7,13,40,3,895,1689,1366,3,1
4,10,11,95,9,703,1495,1498,3,0
5,2,8,47,7,830,1516,864,3,1
1,10,8,23,1,208,349,1629,3,0
4,5,12,71,5,849,1577,1310,3,1
4,10,3,63,6,293,426,1437,3,0
2,8,4,71,10,319,360,1303,3,0
13,4,17,9,2,401,471,1427,3,1
2,13,14,18,0,258,280,1552,3,0
2,13,11,58,6,274,447,1779,3,0
3,15,9,75,11,268,290,1679,3,0
13,3,21,38,2,420,552,1771,3,1
4,7,19,53,2,871,2113,1447,3,1
4,10,4,15,6,213,301,1562,3,0
4,11,0,60,1,286,412,1273,3,0
3,8,7,40,3,265,380,1649,3,0
9,5,14,56,4,398,444,1700,3,1
5,12,16,35,3,768,1499,1621,3,0
1,9,2,53,8,202,322,1823,3,0
5,12,11,31,6,327,549,1722,3,1
2,6,18,36,2,304,471,1734,3,1
2,9,2,93,18,276,299,1657,3,0
1,6,3,58,3,252,293,1144,3,0
16,0,3,111,10,589,704,1336,3,1
0,8,10,49,9,496,1141,1104,3,0
5,5,4,79,2,295,307,1583,3,0
5,12,10,26,3,238,332,1911,3,0
8,13,2,55,8,313,312,1421,3,0
4,1,6,31,5,754,1300,1092,3,1
3,2,11,41,0,363,466,1466,3,1
6,9,15,74,12,381,563,1982,3,1
4,7,8,94,0,783,1692,1610,3,0
8,4,15,31,2,1022,1583,994,3,1
3,10,6,114,17,307,363,1862,3,0
2,10,8,31,1,508,1068,1405,3,0
2,8,10,46,2,612,1327,1562,3,0
5,7,18,18,4,326,505,1683,3,1
1,10,5,16,2,180,130,1656,3,0
3,4,14,21,4,327,386,1300,3,1
