kills,deaths,assists,last_hits,denies,gpm,xpm,duration,skill,match_result
0,5,2,28,1,276,527,1046,1,0
5,7,9,32,1,767,986,1100,1,1
1,7,2,6,0,471,589,715,1,0
5,3,2,24,3,319,257,957,1,0
18,1,9,68,4,1294,2919,1133,1,1
8,0,8,33,8,909,1025,1079,1,1
6,3,10,65,2,847,1637,1170,1,1
2,2,1,4,1,329,299,317,1,0
7,9,9,9,2,894,1649,1109,1,0
1,7,1,10,0,273,743,1067,1,0
4,4,8,31,4,737,1631,992,1,1
0,4,1,4,0,104,96,868,1,0
5,10,3,12,1,469,1170,1170,1,0
6,9,6,14,2,470,986,1152,1,0
15,0,21,15,4,1065,1704,997,1,1
5,4,7,48,3,675,1232,1148,1,1
8,3,16,26,2,887,1647,1146,1,1
5,9,4,17,1,595,1277,1122,1,0
3,4,15,11,1,724,1743,1050,1,1
4,6,3,19,1,1105,1515,1106,1,0
1,7,10,22,0,437,1288,886,1,0
0,10,5,2,3,373,1238,1129,1,0
1,8,3,40,7,467,1411,1194,1,0
2,6,8,15,4,386,980,923,1,0
2,3,10,25,1,625,1219,1105,1,1
5,0,11,37,13,724,1497,1138,1,1
5,4,18,69,2,966,1426,1263,1,1
0,10,5,27,7,442,1570,1123,1,0
11,1,10,16,2,852,1717,1213,1,1
8,6,11,23,0,912,1536,1113,1,1
1,10,7,14,3,359,1375,1250,1,0
9,5,12,49,2,946,1756,1300,1,1
1,5,3,31,8,360,859,1021,1,0
1,3,19,23,3,678,1367,1123,1,1
5,9,8,9,1,476,1460,1231,1,0
11,3,4,35,8,978,1611,1114,1,1
14,4,15,43,1,1132,1845,1193,1,1
2,6,4,24,3,499,1115,1149,1,0
0,10,4,9,2,175,259,1209,1,0
2,2,10,22,0,768,1859,1043,1,1
5,2,12,21,3,353,327,1145,1,1
8,3,12,14,2,883,1000,780,1,1
8,6,10,36,7,935,1794,1255,1,1
11,2,19,21,5,1002,1582,1279,1,1
5,6,6,20,3,476,889,1191,1,0
7,4,6,20,2,815,1134,1117,1,1
3,3,7,53,9,402,329,1063,1,1
3,7,2,62,4,612,1054,1185,1,0
3,10,3,9,1,441,1283,1202,1,0
2,2,3,46,12,437,903,1154,1,0
2,1,1,62,16,350,375,840,1,1
6,6,4,68,10,748,1854,1231,1,0
3,4,9,32,0,629,1362,1290,1,1
4,6,1,19,5,408,1275,978,1,0
0,7,7,14,3,394,1003,1095,1,0
10,7,8,58,10,921,1621,1314,1,1
1,8,5,27,3,514,1226,1166,1,0
8,2,16,36,0,864,1596,1274,1,1
6,7,8,32,0,701,1379,1209,1,0
8,10,8,12,2,668,1338,1281,1,0
0,3,0,0,0,99,49,1135,1,0
0,6,6,26,1,355,1010,1234,1,0
4,9,7,33,0,588,1358,1137,1,0
10,1,15,36,0,897,1853,1264,1,1
5,5,11,67,4,764,1439,1363,1,1
4,7,6,23,0,372,1090,1385,1,0
2,3,3,33,7,350,681,1164,1,0
2,4,3,8,1,255,939,1156,1,0
7,6,5,41,4,672,1831,1195,1,0
1,10,2,44,1,518,1394,1316,1,1
4,11,1,17,0,378,1166,1170,1,0
15,3,13,45,3,1081,1844,1428,1,1
4,5,9,55,0,547,1320,1353,1,0
6,1,22,24,0,690,1384,1258,1,1
2,13,3,36,3,486,1237,1317,1,0
16,2,11,27,3,986,1581,1238,1,1
4,11,6,36,1,500,927,1319,1,0
3,1,5,26,0,246,311,1242,1,1
2,12,6,23,1,453,1392,1247,1,0
8,4,5,65,0,733,1824,1253,1,1
5,7,4,28,0,482,929,1340,1,0
5,5,17,48,3,696,1226,1489,1,1
11,2,14,27,7,944,1523,1369,1,1
7,6,8,46,8,911,1533,1321,1,1
10,3,13,38,1,911,1550,1406,1,1
17,1,16,32,2,1055,1629,1275,1,1
0,1,5,15,2,296,283,833,1,1
0,6,11,25,3,365,1032,1469,1,0
8,4,15,25,0,806,1331,1375,1,1
23,2,26,13,0,1425,2349,779,1,1
5,6,6,28,1,615,1072,1331,1,1
4,7,11,58,2,640,1069,1508,1,0
2,0,9,15,5,928,1669,675,1,1
5,4,1,36,11,444,506,708,1,1
1,0,0,1,2,313,161,157,1,1
12,6,8,51,1,1637,2104,870,1,1
1,0,2,15,2,215,233,588,1,1
2,5,7,7,0,680,828,789,1,1
2,1,6,6,1,542,1080,931,1,1
2,0,3,43,9,322,308,647,1,1
14,2,10,91,12,1345,1759,1028,1,1
1,7,5,10,1,348,1294,879,1,0
2,8,6,11,2,353,1186,960,1,0
5,8,8,14,1,541,1517,996,1,0
0,5,2,28,1,276,527,1046,1,0
5,7,9,32,1,767,986,1100,1,1
5,2,8,18,0,677,948,1111,1,1
1,7,2,6,0,471,589,715,1,0
5,3,2,24,3,319,257,957,1,0
18,1,9,68,4,1294,2919,1133,1,1
8,0,8,33,8,909,1025,1079,1,1
6,3,10,65,2,847,1637,1170,1,1
2,2,1,4,1,329,299,317,1,0
6,10,6,19,5,491,882,1186,1,0
7,9,9,9,2,894,1649,1109,1,0
1,7,1,10,0,273,743,1067,1,0
4,4,8,31,4,737,1631,992,1,1
0,4,1,4,0,104,96,868,1,0
5,10,3,12,1,469,1170,1170,1,0
6,9,6,14,2,470,986,1152,1,0
15,0,21,15,4,1065,1704,997,1,1
5,4,7,48,3,675,1232,1148,1,1
8,3,16,26,2,887,1647,1146,1,1
5,9,4,17,1,595,1277,1122,1,0
3,4,15,11,1,724,1743,1050,1,1
4,6,3,19,1,1105,1515,1106,1,0
1,7,10,22,0,437,1288,886,1,0
1,7,7,20,1,477,1032,1307,1,0
0,10,5,2,3,373,1238,1129,1,0
1,8,3,40,7,467,1411,1194,1,0
2,6,8,15,4,386,980,923,1,0
2,3,10,25,1,625,1219,1105,1,1
5,0,11,37,13,724,1497,1138,1,1
5,4,18,69,2,966,1426,1263,1,1
0,10,5,27,7,442,1570,1123,1,0
11,1,10,16,2,852,1717,1213,1,1
8,6,11,23,0,912,1536,1113,1,1
4,5,19,39,1,750,1436,1327,1,1
1,10,7,14,3,359,1375,1250,1,0
9,5,12,49,2,946,1756,1300,1,1
1,5,3,31,8,360,859,1021,1,0
1,3,19,23,3,678,1367,1123,1,1
5,9,8,9,1,476,1460,1231,1,0
11,3,4,35,8,978,1611,1114,1,1
14,4,15,43,1,1132,1845,1193,1,1
2,6,4,24,3,499,1115,1149,1,0
0,10,4,9,2,175,259,1209,1,0
2,2,10,22,0,768,1859,1043,1,1
5,2,12,21,3,353,327,1145,1,1
8,3,12,14,2,883,1000,780,1,1
3,3,4,33,5,304,267,1282,1,1
8,6,10,36,7,935,1794,1255,1,1
11,2,19,21,5,1002,1582,1279,1,1
5,6,6,20,3,476,889,1191,1,0
7,4,6,20,2,815,1134,1117,1,1
3,6,5,36,1,511,838,1395,1,0
3,3,7,53,9,402,329,1063,1,1
4,8,7,41,7,275,349,1265,1,0
3,7,2,62,4,612,1054,1185,1,0
3,10,3,9,1,441,1283,1202,1,0
2,2,3,46,12,437,903,1154,1,0
2,1,1,62,16,350,375,840,1,1
3,6,11,16,4,532,1378,1447,1,0
6,6,4,68,10,748,1854,1231,1,0
3,4,9,32,0,629,1362,1290,1,1
4,6,1,19,5,408,1275,978,1,0
0,7,7,14,3,394,1003,1095,1,0
10,7,8,58,10,921,1621,1314,1,1
1,8,5,27,3,514,1226,1166,1,0
3,9,9,21,0,581,1482,1474,1,0
8,2,16,36,0,864,1596,1274,1,1
6,7,8,32,0,701,1379,1209,1,0
8,10,8,12,2,668,1338,1281,1,0
0,3,0,0,0,99,49,1135,1,0
0,6,6,26,1,355,1010,1234,1,0
4,9,7,33,0,588,1358,1137,1,0
10,1,15,36,0,897,1853,1264,1,1
5,5,11,67,4,764,1439,1363,1,1
4,7,6,23,0,372,1090,1385,1,0
2,3,3,33,7,350,681,1164,1,0
2,4,3,8,1,255,939,1156,1,0
7,6,5,41,4,672,1831,1195,1,0
1,10,2,44,1,518,1394,1316,1,1
4,11,1,17,0,378,1166,1170,1,0
15,3,13,45,3,1081,1844,1428,1,1
4,5,9,55,0,547,1320,1353,1,0
6,1,22,24,0,690,1384,1258,1,1
2,13,3,36,3,486,1237,1317,1,0
16,2,11,27,3,986,1581,1238,1,1
4,11,6,36,1,500,927,1319,1,0
3,1,5,26,0,246,311,1242,1,1
2,12,6,23,1,453,1392,1247,1,0
2,0,9,15,5,928,1669,675,1,1
5,4,1,36,11,444,506,708,1,1
1,0,0,1,2,313,161,157,1,1
12,6,8,51,1,1637,2104,870,1,1
0,4,1,2,0,131,114,976,1,0
1,0,2,15,2,215,233,588,1,1
2,5,7,7,0,680,828,789,1,1
2,8,4,13,0,446,956,1049,1,0
2,1,6,6,1,542,1080,931,1,1
2,0,3,43,9,322,308,647,1,1
14,2,10,91,12,1345,1759,1028,1,1
3,1,3,31,3,356,343,958,1,1
15,1,9,52,5,957,1641,1078,1,1
1,7,5,10,1,348,1294,879,1,0
2,8,6,11,2,353,1186,960,1,0
4,5,2,39,1,447,898,1075,1,0
5,8,8,14,1,541,1517,996,1,0
0,5,2,28,1,276,527,1046,1,0
5,7,9,32,1,767,986,1100,1,1
5,2,8,18,0,677,948,1111,1,1
1,7,2,6,0,471,589,715,1,0
5,3,2,24,3,319,257,957,1,0
18,1,9,68,4,1294,2919,1133,1,1
6,2,19,33,0,828,1640,1205,1,1
8,0,8,33,8,909,1025,1079,1,1
0,17,0,10,0,105,79,1137,1,0
7,9,2,16,0,466,923,1234,1,0
6,3,10,65,2,847,1637,1170,1,1
2,2,1,4,1,329,299,317,1,0
6,10,6,19,5,491,882,1186,1,0
7,9,9,9,2,894,1649,1109,1,0
1,7,1,10,0,273,743,1067,1,0
4,4,8,31,4,737,1631,992,1,1
0,4,1,4,0,104,96,868,1,0
5,10,3,12,1,469,1170,1170,1,0
6,9,6,14,2,470,986,1152,1,0
15,0,21,15,4,1065,1704,997,1,1
5,4,7,48,3,675,1232,1148,1,1
8,3,16,26,2,887,1647,1146,1,1
8,4,9,50,0,1016,1705,1319,1,1
5,9,4,17,1,595,1277,1122,1,0
3,4,15,11,1,724,1743,1050,1,1
4,6,3,19,1,1105,1515,1106,1,0
1,7,10,22,0,437,1288,886,1,0
1,7,7,20,1,477,1032,1307,1,0
0,10,5,2,3,373,1238,1129,1,0
1,8,3,40,7,467,1411,1194,1,0
2,6,8,15,4,386,980,923,1,0
2,3,10,25,1,625,1219,1105,1,1
5,0,11,37,13,724,1497,1138,1,1
5,4,18,69,2,966,1426,1263,1,1
0,10,5,27,7,442,1570,1123,1,0
11,1,10,16,2,852,1717,1213,1,1
8,6,11,23,0,912,1536,1113,1,1
4,5,19,39,1,750,1436,1327,1,1
1,10,7,14,3,359,1375,1250,1,0
9,5,12,49,2,946,1756,1300,1,1
1,5,3,31,8,360,859,1021,1,0
1,3,19,23,3,678,1367,1123,1,1
5,9,8,9,1,476,1460,1231,1,0
11,3,4,35,8,978,1611,1114,1,1
14,4,15,43,1,1132,1845,1193,1,1
2,6,4,24,3,499,1115,1149,1,0
0,10,4,9,2,175,259,1209,1,0
2,2,10,22,0,768,1859,1043,1,1
5,2,12,21,3,353,327,1145,1,1
8,3,12,14,2,883,1000,780,1,1
3,3,4,33,5,304,267,1282,1,1
8,6,10,36,7,935,1794,1255,1,1
11,2,19,21,5,1002,1582,1279,1,1
5,6,6,20,3,476,889,1191,1,0
7,4,6,20,2,815,1134,1117,1,1
3,6,5,36,1,511,838,1395,1,0
3,3,7,53,9,402,329,1063,1,1
4,8,7,41,7,275,349,1265,1,0
1,6,6,40,1,425,1062,1429,1,0
3,7,2,62,4,612,1054,1185,1,0
3,10,3,9,1,441,1283,1202,1,0
2,9,5,8,5,203,224,1346,1,0
2,2,3,46,12,437,903,1154,1,0
2,1,1,62,16,350,375,840,1,1
3,6,11,16,4,532,1378,1447,1,0
6,6,4,68,10,748,1854,1231,1,0
7,4,11,101,1,1047,1747,1281,1,1
3,4,9,32,0,629,1362,1290,1,1
4,6,1,19,5,408,1275,978,1,0
0,7,7,14,3,394,1003,1095,1,0
10,7,8,58,10,921,1621,1314,1,1
1,8,5,27,3,514,1226,1166,1,0
3,9,9,21,0,581,1482,1474,1,0
8,2,16,36,0,864,1596,1274,1,1
6,7,8,32,0,701,1379,1209,1,0
8,10,8,12,2,668,1338,1281,1,0
0,3,0,0,0,99,49,1135,1,0
0,6,6,26,1,355,1010,1234,1,0
6,4,13,47,4,433,401,1351,1,1
4,9,7,33,0,588,1358,1137,1,0
10,1,15,36,0,897,1853,1264,1,1
5,5,11,67,4,764,1439,1363,1,1
4,7,6,23,0,372,1090,1385,1,0
2,0,9,15,5,928,1669,675,1,1
5,4,1,36,11,444,506,708,1,1
1,0,0,1,2,313,161,157,1,1
6,1,18,23,0,844,1606,979,1,1
2,3,2,28,4,761,1341,1003,1,1
6,1,17,18,2,853,1705,1005,1,1
12,6,8,51,1,1637,2104,870,1,1
0,4,1,2,0,131,114,976,1,0
1,0,2,15,2,215,233,588,1,1
8,1,19,22,0,992,2194,1063,1,1
2,5,7,7,0,680,828,789,1,1
2,8,4,13,0,446,956,1049,1,0
2,1,6,6,1,542,1080,931,1,1
2,0,3,43,9,322,308,647,1,1
14,2,10,91,12,1345,1759,1028,1,1
6,7,13,21,1,761,1608,1106,1,0
3,1,3,31,3,356,343,958,1,1
5,8,7,3,0,581,1355,1162,1,0
15,1,9,52,5,957,1641,1078,1,1
1,7,5,10,1,348,1294,879,1,0
2,8,6,11,2,353,1186,960,1,0
4,5,2,39,1,447,898,1075,1,0
5,8,8,14,1,541,1517,996,1,0
0,5,2,28,1,276,527,1046,1,0
0,7,0,30,3,224,771,1202,1,0
5,7,9,32,1,767,986,1100,1,1
5,2,8,18,0,677,948,1111,1,1
1,7,2,6,0,471,589,715,1,0
5,3,2,24,3,319,257,957,1,0
18,1,9,68,4,1294,2919,1133,1,1
6,2,19,33,0,828,1640,1205,1,1
6,3,13,39,4,852,2032,1249,1,0
8,0,8,33,8,909,1025,1079,1,1
0,17,0,10,0,105,79,1137,1,0
7,9,2,16,0,466,923,1234,1,0
6,3,10,65,2,847,1637,1170,1,1
2,2,1,4,1,329,299,317,1,0
6,10,6,19,5,491,882,1186,1,0
7,9,9,9,2,894,1649,1109,1,0
12,2,6,18,8,426,408,1096,1,1
11,5,18,63,2,902,1394,1279,1,1
8,1,11,31,1,996,1481,1272,1,1
9,6,4,17,0,765,1859,1321,1,1
4,2,6,64,0,753,1637,1316,1,1
1,7,1,10,0,273,743,1067,1,0
4,4,8,31,4,737,1631,992,1,1
0,4,1,4,0,104,96,868,1,0
7,6,8,32,1,651,1168,1312,1,0
5,10,3,12,1,469,1170,1170,1,0
6,9,6,14,2,470,986,1152,1,0
15,0,21,15,4,1065,1704,997,1,1
0,8,0,13,0,176,1015,1304,1,0
5,4,7,48,3,675,1232,1148,1,1
8,3,16,26,2,887,1647,1146,1,1
8,4,9,50,0,1016,1705,1319,1,1
5,9,4,17,1,595,1277,1122,1,0
3,4,15,11,1,724,1743,1050,1,1
4,6,3,19,1,1105,1515,1106,1,0
1,7,10,22,0,437,1288,886,1,0
1,7,7,20,1,477,1032,1307,1,0
1,3,5,34,0,574,1401,1373,1,1
3,10,5,16,1,346,1555,1343,1,0
0,10,5,2,3,373,1238,1129,1,0
1,8,3,40,7,467,1411,1194,1,0
2,6,8,15,4,386,980,923,1,0
2,3,10,25,1,625,1219,1105,1,1
5,0,11,37,13,724,1497,1138,1,1
5,4,18,69,2,966,1426,1263,1,1
0,10,5,27,7,442,1570,1123,1,0
11,1,10,16,2,852,1717,1213,1,1
8,6,11,23,0,912,1536,1113,1,1
4,5,19,39,1,750,1436,1327,1,1
1,10,7,14,3,359,1375,1250,1,0
9,5,12,49,2,946,1756,1300,1,1
1,5,3,31,8,360,859,1021,1,0
1,3,19,23,3,678,1367,1123,1,1
5,9,10,38,2,639,1398,1431,1,0
5,9,8,9,1,476,1460,1231,1,0
11,3,4,35,8,978,1611,1114,1,1
14,4,15,43,1,1132,1845,1193,1,1
2,6,4,24,3,499,1115,1149,1,0
0,10,4,9,2,175,259,1209,1,0
3,6,14,10,0,537,1228,1462,1,1
2,2,10,22,0,768,1859,1043,1,1
5,2,12,21,3,353,327,1145,1,1
8,3,12,14,2,883,1000,780,1,1
3,3,4,33,5,304,267,1282,1,1
8,6,10,36,7,935,1794,1255,1,1
11,2,19,21,5,1002,1582,1279,1,1
1,4,5,10,0,395,1120,1438,1,0
5,6,6,20,3,476,889,1191,1,0
7,4,6,20,2,815,1134,1117,1,1
3,6,5,36,1,511,838,1395,1,0
3,3,7,53,9,402,329,1063,1,1
4,8,7,41,7,275,349,1265,1,0
1,7,8,57,6,588,1260,1496,1,0
4,9,2,21,1,257,322,1380,1,0
1,6,6,40,1,425,1062,1429,1,0
3,7,2,62,4,612,1054,1185,1,0
3,10,3,9,1,441,1283,1202,1,0
11,1,17,15,0,1045,1447,677,1,1
2,0,9,15,5,928,1669,675,1,1
5,4,1,36,11,444,506,708,1,1
1,0,0,1,2,313,161,157,1,1
6,1,18,23,0,844,1606,979,1,1
2,3,2,28,4,761,1341,1003,1,1
6,1,17,18,2,853,1705,1005,1,1
12,6,8,51,1,1637,2104,870,1,1
7,9,8,17,1,597,1622,1056,1,0
0,4,1,2,0,131,114,976,1,0
1,0,2,15,2,215,233,588,1,1
8,1,19,22,0,992,2194,1063,1,1
2,5,7,7,0,680,828,789,1,1
8,11,4,19,0,598,1284,1127,1,0
2,8,4,13,0,446,956,1049,1,0
2,1,6,6,1,542,1080,931,1,1
2,0,3,43,9,322,308,647,1,1
14,2,10,91,12,1345,1759,1028,1,1
8,5,3,39,5,620,1324,1145,1,0
6,7,13,21,1,761,1608,1106,1,0
3,1,3,31,3,356,343,958,1,1
24,3,8,71,4,1266,2006,1155,1,1
5,8,7,3,0,581,1355,1162,1,0
15,1,9,52,5,957,1641,1078,1,1
1,7,5,10,1,348,1294,879,1,0
2,8,6,11,2,353,1186,960,1,0
4,5,2,39,1,447,898,1075,1,0
5,8,8,14,1,541,1517,996,1,0
0,5,2,28,1,276,527,1046,1,0
0,7,0,30,3,224,771,1202,1,0
3,1,16,9,0,600,1366,1249,1,1
10,3,15,23,1,890,1590,1251,1,1
5,7,9,32,1,767,986,1100,1,1
5,2,8,18,0,677,948,1111,1,1
8,1,5,77,6,548,520,1084,1,1
1,7,2,6,0,471,589,715,1,0
2,10,5,28,2,540,1174,1273,1,0
5,3,2,24,3,319,257,957,1,0
18,1,9,68,4,1294,2919,1133,1,1
6,2,19,33,0,828,1640,1205,1,1
6,3,13,39,4,852,2032,1249,1,0
8,0,8,33,8,909,1025,1079,1,1
0,17,0,10,0,105,79,1137,1,0
7,9,2,16,0,466,923,1234,1,0
6,3,10,65,2,847,1637,1170,1,1
2,2,1,4,1,329,299,317,1,0
6,10,6,19,5,491,882,1186,1,0
7,9,9,9,2,894,1649,1109,1,0
12,2,6,18,8,426,408,1096,1,1
11,5,18,63,2,902,1394,1279,1,1
8,1,11,31,1,996,1481,1272,1,1
9,6,4,17,0,765,1859,1321,1,1
4,2,6,64,0,753,1637,1316,1,1
1,7,1,10,0,273,743,1067,1,0
4,4,8,31,4,737,1631,992,1,1
0,4,1,4,0,104,96,868,1,0
7,6,8,32,1,651,1168,1312,1,0
5,10,3,12,1,469,1170,1170,1,0
6,9,6,14,2,470,986,1152,1,0
15,0,21,15,4,1065,1704,997,1,1
0,8,0,13,0,176,1015,1304,1,0
5,4,7,48,3,675,1232,1148,1,1
9,8,21,40,1,826,1721,1381,1,1
8,3,16,26,2,887,1647,1146,1,1
8,4,9,50,0,1016,1705,1319,1,1
5,9,4,17,1,595,1277,1122,1,0
3,4,15,11,1,724,1743,1050,1,1
4,6,3,19,1,1105,1515,1106,1,0
1,7,10,22,0,437,1288,886,1,0
1,7,7,20,1,477,1032,1307,1,0
1,3,5,34,0,574,1401,1373,1,1
3,10,5,16,1,346,1555,1343,1,0
0,10,5,2,3,373,1238,1129,1,0
0,2,0,0,0,127,25,1422,1,0
1,8,3,40,7,467,1411,1194,1,0
2,6,8,15,4,386,980,923,1,0
2,3,10,25,1,625,1219,1105,1,1
5,0,11,37,13,724,1497,1138,1,1
5,4,18,69,2,966,1426,1263,1,1
0,10,5,27,7,442,1570,1123,1,0
11,1,10,16,2,852,1717,1213,1,1
8,6,11,23,0,912,1536,1113,1,1
4,5,19,39,1,750,1436,1327,1,1
1,10,7,14,3,359,1375,1250,1,0
9,5,12,49,2,946,1756,1300,1,1
1,5,3,31,8,360,859,1021,1,0
1,3,19,23,3,678,1367,1123,1,1
5,9,10,38,2,639,1398,1431,1,0
5,9,8,9,1,476,1460,1231,1,0
11,3,4,35,8,978,1611,1114,1,1
14,4,15,43,1,1132,1845,1193,1,1
2,6,4,24,3,499,1115,1149,1,0
0,10,4,9,2,175,259,1209,1,0
3,6,14,10,0,537,1228,1462,1,1
2,2,10,22,0,768,1859,1043,1,1
5,2,12,21,3,353,327,1145,1,1
8,3,12,14,2,883,1000,780,1,1
3,3,4,33,5,304,267,1282,1,1
8,6,10,36,7,935,1794,1255,1,1
11,2,19,21,5,1002,1582,1279,1,1
7,6,8,27,4,673,1370,1055,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
4,9,7,7,0,256,316,1041,2,0
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
4,4,7,69,18,407,359,1087,2,1
0,3,8,31,3,555,903,1260,2,1
4,7,11,38,0,530,1064,1090,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
7,6,5,49,1,797,1258,1346,2,0
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
12,0,25,44,2,1123,1947,1541,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
4,8,13,64,2,774,1586,1492,2,1
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
2,1,11,5,0,276,264,1019,2,1
3,10,4,74,8,291,297,1494,2,0
1,6,6,9,0,397,1636,1368,2,0
3,10,6,21,0,254,279,1417,2,0
5,4,15,30,4,714,1256,1283,2,1
10,5,24,89,9,458,702,1674,2,1
3,7,5,16,2,191,303,1744,2,0
3,6,3,16,0,389,1479,1239,2,0
5,6,24,23,0,661,1457,1331,2,1
4,7,3,115,14,423,520,1626,2,1
8,5,15,76,18,377,754,1657,2,1
7,4,20,117,14,490,644,1677,2,1
9,3,8,150,14,554,647,1538,2,1
3,5,27,46,3,305,452,1797,2,1
12,1,11,21,0,394,600,1664,2,1
5,4,7,17,0,541,1338,946,2,0
5,15,6,12,4,222,217,1741,2,0
2,8,15,14,0,580,1265,1473,2,1
0,0,0,0,0,89,0,421,2,0
5,5,2,103,13,361,552,1725,2,0
6,6,23,82,2,1040,1486,1631,2,1
8,2,9,94,3,443,648,1750,2,1
8,9,16,20,4,688,1296,1898,2,0
11,5,22,32,3,937,1690,1630,2,1
3,12,6,63,7,306,420,1541,2,0
2,6,14,44,1,748,1923,1612,2,1
5,6,17,138,32,459,606,1840,2,1
1,12,8,32,5,246,433,1810,2,0
9,7,5,104,5,392,517,1625,2,0
13,3,22,126,11,559,688,1906,2,1
6,3,19,39,5,854,1240,1132,2,1
9,11,22,17,1,1000,1577,1430,2,1
5,6,8,40,8,518,1282,1451,2,0
2,9,7,15,1,548,1354,1375,2,1
10,7,18,50,2,417,762,1768,2,1
4,12,14,61,2,694,1295,2093,2,0
7,7,9,73,4,380,419,1627,2,1
7,5,6,98,7,440,550,1292,2,0
1,9,15,49,4,311,473,1925,2,1
6,12,11,84,11,321,304,1826,2,0
1,6,3,80,3,259,486,1938,2,0
8,3,17,20,0,809,1381,1363,2,1
4,6,16,67,5,751,1217,1539,2,0
6,11,8,97,2,991,1332,1829,2,1
2,6,16,16,0,607,1717,1575,2,0
5,12,25,31,0,796,1159,1902,2,1
3,7,6,36,0,246,324,1916,2,0
2,12,5,9,1,162,189,1322,2,0
8,9,7,34,6,372,582,2042,2,1
2,1,11,68,18,376,427,1198,2,1
5,2,9,83,6,879,1482,1443,2,1
3,1,16,71,8,859,1440,1134,2,1
9,4,7,34,2,906,1654,1385,2,1
13,6,25,109,7,459,544,1875,2,1
8,10,6,16,3,264,342,1667,2,0
1,7,2,87,17,250,395,2024,2,0
1,3,16,56,5,296,555,2002,2,1
5,11,6,42,2,268,440,2081,2,0
4,10,11,24,0,503,1170,1473,2,0
13,4,12,109,0,911,1371,2153,2,0
8,9,11,28,0,679,1236,1937,2,0
4,2,12,48,3,311,578,1977,2,1
0,3,8,12,4,302,282,1155,2,1
9,7,5,74,6,479,547,1480,2,0
1,14,8,76,1,262,353,1945,2,0
3,1,0,8,5,270,239,871,2,1
11,0,10,64,4,463,502,1564,2,1
22,7,23,47,4,504,805,2188,2,1
4,3,5,74,16,621,1267,1307,2,0
0,15,6,56,3,239,282,1695,2,0
4,6,11,131,11,328,441,2250,2,0
4,8,6,75,4,283,556,2047,2,0
8,6,29,94,3,437,790,2138,2,1
0,9,7,13,0,322,1269,1056,2,0
7,6,8,27,4,673,1370,1055,2,0
3,8,1,19,0,440,901,783,2,0
4,3,8,40,6,402,335,1017,2,1
4,9,7,7,0,256,316,1041,2,0
5,9,7,3,0,239,299,907,2,0
0,5,15,40,0,626,1352,1299,2,1
4,4,7,69,18,407,359,1087,2,1
0,3,8,31,3,555,903,1260,2,1
4,7,11,38,0,530,1064,1090,2,0
5,1,16,58,3,779,1614,1303,2,1
3,5,13,32,4,761,1435,1167,2,1
7,6,5,49,1,797,1258,1346,2,0
7,2,14,134,32,545,670,1455,2,1
10,8,13,26,3,653,1163,1591,2,0
6,6,22,10,0,344,427,1471,2,1
8,8,2,80,5,708,591,1335,2,0
0,9,5,24,1,187,287,1465,2,0
6,7,19,50,4,690,1114,1374,2,1
5,8,10,7,1,489,1023,1004,2,0
9,2,8,10,1,374,388,1307,2,1
3,7,4,28,1,396,1225,1313,2,0
0,5,0,39,10,210,230,987,2,0
6,9,5,34,2,778,1165,1654,2,1
12,0,25,44,2,1123,1947,1541,2,1
2,2,8,24,5,290,353,1331,2,1
9,5,27,48,1,994,1753,1460,2,1
4,8,13,64,2,774,1586,1492,2,1
2,9,10,9,0,467,1360,1162,2,0
9,2,11,59,0,880,1394,1451,2,1
18,1,7,110,29,612,658,1202,2,1
5,11,11,52,4,282,440,1736,2,0
2,1,11,5,0,276,264,1019,2,1
3,10,4,74,8,291,297,1494,2,0
1,6,6,9,0,397,1636,1368,2,0
3,10,6,21,0,254,279,1417,2,0
5,4,15,30,4,714,1256,1283,2,1
10,5,24,89,9,458,702,1674,2,1
3,7,5,16,2,191,303,1744,2,0
3,6,3,16,0,389,1479,1239,2,0
5,6,24,23,0,661,1457,1331,2,1
4,7,3,115,14,423,520,1626,2,1
8,5,15,76,18,377,754,1657,2,1
7,4,20,117,14,490,644,1677,2,1
9,3,8,150,14,554,647,1538,2,1
3,5,27,46,3,305,452,1797,2,1
1,13,14,54,2,259,462,1859,2,0
12,1,11,21,0,394,600,1664,2,1
5,4,7,17,0,541,1338,946,2,0
5,15,6,12,4,222,217,1741,2,0
2,8,15,14,0,580,1265,1473,2,1
0,0,0,0,0,89,0,421,2,0
5,5,2,103,13,361,552,1725,2,0
6,6,23,82,2,1040,1486,1631,2,1
8,2,9,94,3,443,648,1750,2,1
8,9,16,20,4,688,1296,1898,2,0
